model_id,family,description,term,estimate,std_error_hc3,statistic,p_value,conf_low_95,conf_high_95
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Racing,0.0846629165464611,0.14423742322725,0.586969141933936,0.557230190580764,-0.19803723820181,0.367363071294733
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_RPG,-0.65662489896498,0.0591294952634081,-11.1048622356722,0.00000000000000000000000000014043594963578,-0.772516580105292,-0.540733217824668
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Strategy,0.133161896190846,0.0634466669113457,2.09880049927466,0.0358453609417453,0.00880871410549899,0.257515078276192
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Other,0.0331326755326195,0.107261455446224,0.308896382160605,0.757403145683638,-0.177095914071327,0.243361265136566
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2009,0.0194684029048655,0.19568302929346,0.0994894803865149,0.920750506629523,-0.364063286896012,0.403000092705743
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2010,0.534886345832896,0.211181382637959,2.53282907399979,0.0113211984600898,0.120978441657125,0.948794250008667
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2011,0.450071571353136,0.210437148356196,2.13874581968448,0.0324667564647793,0.0376223395656797,0.862520803140593
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2012,0.543623833344003,0.181342547252483,2.99777322851386,0.00272250289349586,0.188198971864384,0.899048694823622
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2013,0.400864085570548,0.172762812547254,2.3203146537158,0.0203325626188886,0.062255195110086,0.739472976031009
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2014,-0.2750691994392,0.148252023235766,-1.85541615848139,0.0635496012898152,-0.565637825616497,0.0154994267380973
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2015,-1.19521156253623,0.147447210721907,-8.10603033237745,0.000000000000000548851041122156,-1.48420278517206,-0.906220339900404
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2016,-1.60492965347627,0.149611309779468,-10.7273284074712,0.00000000000000000000000000876533274670286,-1.8981624323239,-1.31169687462865
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2017,-2.09821951495123,0.152324951502958,-13.7746278219592,0.000000000000000000000000000000000000000000536703717467542,-2.39677093384384,-1.79966809605862
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",factor(release_period)2018,-2.17844703064251,0.158611180158879,-13.7345112019241,0.000000000000000000000000000000000000000000930382527447022,-2.48931923129931,-1.86757482998572
